Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Customer Name,Order ID,Product ID,Discount,Place,Shipping Cost,Delivery Status
2025-03-14,Central,Furniture,Tables,568.51,5.0,-56.83,Gerald Schmidt,369f07b3,bc678f91-e,0.2,South Stephenfurt,48.25,
2024-02-27,Central,Furniture,Furnishings,831.49,1.0,-148.75,Thomas Torres,39fa717e,bd0783aa-2,0.2,New Vincenthaven,21.12,In Transit
2024-04-29,South,Office Supplies,Binders,653.35,2.0,78.07,Tiffany Gordon,7b8c2cc0,bbfdc3a6-5,0.0,South Justin,8.5,In Transit
2023-12-10,South,Technology,Phones,147.7,10.0,33.03,Christopher James,fbf1fd25,b0541e1a-3,0.0,Kaneton,30.85,In Transit
2023-05-28,Central,Office Supplies,Labels,,8.0,236.27,Misty Smith,ad6e93d3,28a05285-2,0.2,New Jennifershire,26.45,Delivered
2024-06-03,Central,Furniture,Chairs,295.14,9.0,47.2,Sharon Allen,08849b17,9cd061a3-0,0.2,Port Alanside,9.12,In Transit
2025-04-07,South,Office Supplies,Labels,845.25,9.0,116.32,Joyce Hoover,2692d9bd,87910643-f,0.0,North Amymouth,19.59,In Transit
2023-06-08,East,Technology,Copiers,307.19,3.0,-5.31,Ricardo Green,4a4b290b,0350fc30-4,0.2,Cochranland,34.43,Delivered
2025-01-08,East,Technology,Phones,310.85,2.0,,Michael Baker,8d2530c5,f0f04841-f,0.2,North Rita,38.5,Delivered
2023-12-27,East,Office Supplies,Paper,642.86,5.0,-95.7,Katie Hamilton,45554a54,927fbc14-f,0.3,East Timothy,48.56,Returned
2023-10-09,South,Furniture,Furnishings,869.22,3.0,-65.83,Barbara Parker,232c5763,0d5734ec-3,0.0,Christinemouth,39.09,Delivered
2022-09-25,East,Furniture,Bookcases,617.75,7.0,101.58,Sydney Kramer,df7e7773,dfac0c31-7,0.3,New Susan,16.25,In Transit
2025-06-05,East,Office Supplies,Art,11.29,9.0,1.59,Heather Logan,1b3f9bf8,ad65ee13-b,0.2,Josephville,32.5,Delivered
2025-02-03,South,Furniture,Tables,415.47,5.0,114.0,Natalie Allen,0a4a46d8,019a3287-5,0.3,East Krystal,24.11,In Transit
2022-09-30,Central,Office Supplies,Art,332.25,8.0,-35.34,Elizabeth Rodriguez,66e68187,b9bbbf0c-2,0.2,Port Jordanland,42.19,In Transit
2025-05-13,West,Office Supplies,Art,289.67,8.0,-8.84,Monica Castro,1fbf5976,10244e4d-8,0.2,Lake Katherinechester,32.29,Delivered
2024-02-15,Central,Technology,Machines,5.64,5.0,0.87,Cynthia Castillo,500851e8,099891e2-4,0.1,Jonesbury,49.39,Delivered
2023-10-31,South,Furniture,Furnishings,562.73,10.0,147.27,Frances Robinson,4d7a11e7,e164db19-8,0.2,New Joshualand,38.87,Delivered
2023-05-02,Central,Office Supplies,Art,432.68,6.0,,John Smith,12797fab,a866a870-0,0.2,South Susanborough,6.19,Delivered
2023-04-11,East,Technology,Copiers,403.1,,98.93,April Johnston DDS,9f340833,85d90ee7-2,0.0,Tiffanyshire,16.13,Delivered
2025-03-08,Central,Technology,Machines,652.49,6.0,16.75,Andrea Foley DDS,9a781fde,25d1e460-4,0.2,West Jesus,47.7,In Transit
2023-10-02,West,Office Supplies,Labels,89.13,2.0,11.83,Matthew Carter,1eab66c7,d0610632-8,0.0,Fosterberg,29.23,Delivered
2023-06-01,South,Furniture,Chairs,440.02,5.0,-44.15,Albert Love,54e3ff1e,31d97ab2-6,0.2,Danielmouth,40.55,Delivered
2023-09-11,East,Office Supplies,Labels,333.11,1.0,27.89,Brandon Garner,f537b0cb,6f0fd75d-1,0.2,Sallyburgh,42.29,In Transit
2023-08-12,Central,Technology,Accessories,272.16,8.0,-10.09,Lisa Cannon,6ff9eaf4,378f1bc9-6,0.1,Michaelmouth,31.93,Delivered
2023-05-08,East,Furniture,Tables,,4.0,204.12,Brent Harrington,ae98dbe5,94fcc617-b,0.0,Lake Victoria,29.82,Delivered
2024-10-14,Central,Technology,Accessories,22.05,1.0,,Ralph Hawkins,aea2221a,b7551024-9,0.0,West Hannahside,5.38,Returned
2022-12-28,Central,Technology,Machines,557.74,9.0,-72.8,John Krueger,44995d37,c3462511-0,0.2,Port Timothy,7.5,Delivered
2024-10-18,South,Technology,Phones,890.25,6.0,60.12,Lisa Miller,5c8d4858,ba7b253b-c,0.0,Floydberg,26.84,Delivered
2023-12-03,South,Technology,Machines,206.73,1.0,-10.37,Laura Thompson,81af5921,c325a585-c,0.2,South Garyside,40.2,Cancelled
2024-06-01,East,Technology,Phones,576.98,3.0,-49.4,Robert Williams,e7100f28,4dc1e5dd-5,0.3,Cherylmouth,32.78,Returned
2024-12-16,West,Office Supplies,Labels,949.96,1.0,-27.36,Kevin Black,9a39e33b,8267050d-3,0.0,North Donaldport,28.06,In Transit
2022-11-15,East,Furniture,Tables,,10.0,129.01,Gregory Harvey,2ba8ed1f,6f191912-e,0.0,East Henryton,15.28,In Transit
2025-07-11,West,Office Supplies,Labels,966.59,6.0,-177.79,Thomas Diaz,8cc31094,9ed664cc-8,0.0,Nielsentown,10.7,Delivered
2024-03-18,Central,Technology,Machines,972.86,10.0,-172.47,Angela Baker,75d8c008,755c6df2-f,0.0,North Karen,43.69,Cancelled
2025-06-22,Central,Technology,Accessories,825.0,3.0,164.54,Susan Blair,2172fa08,ba46cb0f-1,0.2,East Francis,15.42,Delivered
2025-02-01,Central,Furniture,Bookcases,386.88,10.0,-42.25,Danielle Lee,7b240947,639c4f24-0,0.2,Thompsonville,17.32,Delivered
2025-05-18,South,Furniture,Furnishings,812.63,2.0,165.68,Michelle Wilson,3b907941,b4682868-8,0.2,Kevinhaven,36.83,Delivered
2024-03-13,West,Technology,Machines,618.34,5.0,-8.56,Courtney Holmes,884bbde5,aedfb1d2-0,,Coleshire,28.91,In Transit
2023-07-21,South,Technology,Machines,774.18,2.0,20.35,John Russell,f18c70e4,69af9ef7-e,0.1,Kristenhaven,37.75,Cancelled
2023-09-30,East,Office Supplies,Binders,995.9,6.0,-10.79,Amanda Parker,4ce960e8,691e3f60-d,0.2,East David,43.04,Delivered
2024-04-13,East,Furniture,Tables,563.98,5.0,-109.31,Candace Reeves,b13e5074,b63f7271-2,0.1,Mackenzieshire,39.88,Delivered
2022-10-02,West,Furniture,Furnishings,559.28,2.0,,Randall Snyder,ce0521fc,3957cd17-6,0.2,North Larry,36.88,In Transit
2023-11-05,South,Office Supplies,Binders,402.63,6.0,-12.76,Michael Saunders,677da779,d7dc9762-0,0.0,Rodriguezport,48.62,In Transit
2024-06-01,West,Office Supplies,Binders,890.18,8.0,-149.23,Andrew Alexander,26f28d0d,b71bc4db-f,0.0,Collinsville,48.83,Delivered
2024-07-07,East,Furniture,Tables,429.74,,66.66,Stephen White,48d97a70,773c3369-d,0.0,Port George,30.74,Cancelled
2022-11-07,Central,Technology,Accessories,829.38,5.0,-31.19,Karl Flores,2b023019,e933404f-d,0.0,North Anthonychester,39.91,In Transit
2025-01-12,West,Office Supplies,Art,807.98,6.0,157.63,Mr. Willie Nelson,8c8958f7,de01afb3-b,0.0,Troyton,44.04,Cancelled
2023-12-06,South,Furniture,Furnishings,570.83,9.0,-91.37,Lance Ferguson,7c11b744,dc1b0217-9,0.0,Jackburgh,26.32,In Transit
2024-05-23,West,Furniture,Furnishings,160.51,4.0,31.97,Anthony Davis,f382f7d2,cc422e84-b,0.0,West Charlesland,41.86,Delivered
2024-02-15,Central,Technology,Copiers,622.93,,52.2,Michael Durham,2395762d,c100b56b-b,0.3,New Tiffany,16.33,Delivered
2025-03-01,West,Office Supplies,Binders,487.73,1.0,47.75,Tyler Pierce,20baf2d4,e2b04af7-c,0.2,New Christopherville,15.68,Cancelled
2024-06-24,West,Furniture,Chairs,904.67,9.0,-129.51,Randy Obrien,817a8104,916a66eb-2,0.0,Shawnaland,10.88,Delivered
2023-12-24,East,Technology,Copiers,547.4,10.0,-86.35,Geoffrey Baker,72fa644c,a2560b6c-e,0.0,Turnerborough,,Delivered
2025-05-13,East,Office Supplies,Art,219.53,3.0,-33.88,Mark Lucas,79e79074,443dc60b-6,0.0,North Susan,47.86,In Transit
2024-08-29,South,Technology,Copiers,343.87,2.0,-46.56,Linda Kramer,b0ba8914,e9668f5c-9,0.0,Donaldshire,33.14,Delivered
2023-01-19,South,Technology,Copiers,878.83,9.0,17.21,Daniel Davis,3d4da17a,c38b1794-3,0.2,Clarkshire,48.0,Delivered
2024-03-16,South,Furniture,Bookcases,30.66,10.0,6.64,Heather Valencia,15ed1b65,220f8958-4,0.2,Warrenton,33.91,In Transit
2025-06-22,West,Office Supplies,Labels,691.48,1.0,133.35,Jonathan Robles,5693b686,a8324974-a,0.0,Barnesburgh,5.11,Delivered
2023-01-20,South,Furniture,Tables,539.11,9.0,53.55,David Martin,79a4ca07,ba675c95-3,0.1,Jamieton,5.03,Delivered
2022-08-01,East,Furniture,Chairs,171.04,5.0,26.08,Leslie Ware,562d51e3,cf836875-8,0.0,East Dustinburgh,41.03,In Transit
2023-11-23,West,Technology,Machines,865.86,3.0,89.09,Sharon Parsons,047a50e6,42b00060-4,0.0,Lake Jamesborough,25.12,Delivered
2023-09-07,East,Technology,Phones,365.17,,67.72,Carlos Miller,85d63ccb,ff58cd31-b,0.0,Mcguireton,20.82,In Transit
2023-07-24,West,Technology,Copiers,357.94,1.0,-52.75,Robert Baker,ca0789a3,cdd79d2e-d,0.0,East David,47.76,Delivered
2023-12-20,South,Office Supplies,Binders,819.63,3.0,-146.32,Gerald Hamilton,2ecd8625,f08183cc-e,,Jesseside,26.4,Delivered
2023-03-19,South,Furniture,Tables,438.03,3.0,-20.11,Lisa Campbell,e100da25,c54be86c-f,0.1,Andrefort,12.5,Delivered
2023-01-12,Central,Furniture,Chairs,645.03,9.0,173.98,Troy Smith,ebf7345b,e33e8882-6,0.1,Port Josephfurt,20.4,In Transit
2025-05-25,Central,Office Supplies,Paper,709.74,9.0,-111.82,Jason Santos,66968a4a,74e17559-2,0.3,Chandlertown,41.29,In Transit
2024-02-12,West,Office Supplies,Binders,588.82,4.0,96.5,Nathan Torres,a6e4e711,228bf02d-c,0.2,Taylorburgh,12.55,Delivered
2023-05-12,West,Office Supplies,Binders,885.15,6.0,-65.02,Anthony French,ff35b97b,e3c8ccfc-9,0.0,North Marybury,34.74,Delivered
2024-01-01,West,Technology,Accessories,120.48,6.0,33.17,Joel Thomas,5e82b848,db5e21e6-d,0.0,Herreraland,26.38,In Transit
2025-03-29,South,Technology,Copiers,50.39,6.0,-7.21,Ryan Smith,4d03a509,1d72f395-9,0.0,Lake Ryanport,35.41,In Transit
2023-03-07,Central,Office Supplies,Binders,160.7,,13.04,Lisa Williams,f856fbd2,3e99b26d-b,0.0,Sandramouth,15.29,Delivered
2025-02-23,West,Furniture,Chairs,853.18,8.0,102.27,Kenneth Bell,e58b3d4a,fc9aa7ff-4,0.0,Fergusonview,6.45,Delivered
2024-10-08,West,Furniture,Bookcases,132.57,7.0,33.0,Victoria Wood,3a82cd9e,a5f9d560-b,0.3,Beltranside,12.67,Delivered
2024-06-05,Central,Technology,Phones,409.16,3.0,70.97,Jacob Sanchez,42d53384,9cc5ea8f-7,0.1,Port Scottberg,6.77,In Transit
2025-06-29,South,Office Supplies,Labels,234.56,7.0,21.72,Natasha Adams,cbffdbe8,0548db11-f,0.0,Leonardhaven,8.02,In Transit
2023-07-31,West,Office Supplies,Binders,580.54,2.0,-37.71,Billy Thomas,05caf470,1ab4690d-7,0.0,East Cheyennestad,33.82,Delivered
2024-02-02,East,Furniture,Bookcases,46.01,6.0,-4.92,Mr. Nicholas Oliver,171173ac,da209d53-3,0.3,West David,19.63,Delivered
2025-01-27,Central,Technology,Accessories,947.27,6.0,169.02,John Weeks,e84c8525,3dc37bde-c,0.2,Lake Kelly,43.8,Cancelled
2024-10-24,Central,Office Supplies,Paper,945.73,8.0,100.77,Ann Edwards,f4a31a32,4e6efab4-e,0.0,Port David,39.62,Returned
2025-04-27,South,Furniture,Bookcases,777.43,5.0,-117.06,Richard Gonzales,f0ba8276,4a6677b3-f,0.1,Kevintown,28.67,Delivered
2024-11-19,East,Furniture,Bookcases,217.15,9.0,35.58,Tracy Mays,4adfac8a,fee2b48d-3,0.2,Bryanview,8.98,Delivered
2024-10-14,West,Office Supplies,Binders,584.32,1.0,-75.06,Mary Jones,8c632980,c420ce3b-b,0.0,New Patrick,32.36,Delivered
2024-04-30,Central,Office Supplies,Art,16.51,4.0,1.95,James Davis,32193be8,e04cd780-c,0.1,Port Patriciamouth,31.63,Delivered
2023-08-19,West,Furniture,Chairs,576.98,4.0,28.62,Wayne Miller,cf75ac3d,0f41a9d2-1,0.1,East Edward,5.51,Delivered
2022-12-15,South,Office Supplies,Paper,338.43,4.0,-25.74,Russell Jordan,a8efb0fa,546f457b-4,0.0,Laurahaven,45.49,Delivered
2025-03-12,Central,Technology,Copiers,606.8,2.0,99.36,Molly Johnson,c7faeb2b,5d6f8906-2,0.0,South Margaret,10.14,Delivered
2025-01-10,Central,Office Supplies,Binders,942.68,6.0,242.33,Alison Vaughan,e352c201,7fe5a42c-b,0.2,Port Scott,11.72,Delivered
2022-11-14,West,Furniture,Tables,362.94,8.0,-46.61,Jo Johnson,93b4e9ce,a69c5bf2-1,0.2,West Michael,43.73,Delivered
2024-06-13,West,Furniture,Furnishings,802.22,5.0,147.37,Bradley Perry,1ddbbd2d,60640f9d-2,0.2,Andrechester,26.2,Delivered
2023-01-06,East,Furniture,Bookcases,916.34,5.0,,Juan Burch,9ba5d291,0d72e024-4,0.0,East Baileystad,43.05,In Transit
2023-12-23,South,Technology,Accessories,436.16,1.0,-2.82,Michael Bean,e77e57d8,e049c0a2-8,0.0,Billyfort,28.67,Cancelled
2024-06-17,South,Technology,Accessories,168.6,5.0,39.85,Jose Carroll,68aeae0b,d404d9a9-b,0.0,Port Rhonda,22.94,Cancelled
2023-08-02,West,Office Supplies,Paper,592.55,8.0,-12.13,Victoria Peters,7edc46a3,56ed2e53-5,0.2,West Joseph,40.59,Delivered
2023-04-08,South,Office Supplies,Labels,509.77,1.0,123.02,Sharon Palmer,cd1a4e3a,95f2cb53-8,0.0,Curtisborough,9.58,Delivered
2023-04-10,West,Furniture,Bookcases,428.8,3.0,-83.49,Randy Middleton,b8ea1249,069e5fcc-6,0.2,Port Tiffany,40.84,Delivered
2024-12-12,West,Furniture,Furnishings,761.88,1.0,-17.12,James Harrison,818afcd3,22a0f3d6-1,0.1,Hunterborough,32.28,Delivered
2023-03-29,East,Technology,Phones,411.37,3.0,69.95,Catherine Jordan,9aaab9da,15f7ca64-2,0.2,East Andrew,29.56,Delivered
2023-10-31,West,Furniture,Chairs,946.37,1.0,-34.43,Curtis Jefferson,1fb05fb7,3f1845ef-3,0.0,Fosterfurt,11.76,Delivered
2024-01-16,South,Furniture,Chairs,548.18,6.0,-63.99,Richard Smith,6a127935,fdce0e74-4,0.1,East Kimberly,23.7,Returned
2022-09-12,South,Office Supplies,Labels,66.68,8.0,9.84,Debbie Black,4bf2b21a,4ca273d8-2,0.0,Yatesborough,42.57,Delivered
2022-12-25,East,Technology,Copiers,,6.0,-50.74,Sara Miller,395b5653,efb2555a-9,0.0,New Erica,42.77,Delivered
2022-11-24,East,Office Supplies,Labels,663.45,7.0,-9.38,Douglas Robbins,1172a7c9,ee6c6cca-6,0.0,Robertborough,45.68,
2025-03-09,South,Furniture,Furnishings,129.78,6.0,35.42,Heather Erickson,ed52a4ef,ac12bcee-a,0.2,Sandraville,28.29,
2023-09-08,South,Technology,Phones,615.14,1.0,156.11,Marc Townsend,12552c01,b04de694-e,0.0,East Stacychester,41.36,Cancelled
2023-03-22,South,Furniture,Chairs,722.23,1.0,-98.24,Dana Walsh,2f737c1b,abb8099d-d,0.0,,37.04,Cancelled
2025-01-20,South,Technology,Accessories,518.12,8.0,-62.34,Tonya Lowe,9f13f154,9ac49144-b,0.0,Vaughnton,8.91,In Transit
2022-08-20,Central,Technology,Machines,692.58,5.0,,Dylan Lane,4dc2f335,018a5f0d-3,0.0,Butlerburgh,36.16,In Transit
2023-05-03,Central,Technology,Machines,261.24,,65.54,Jacob Thompson,42d1463c,f28bea74-3,0.1,Aprilville,45.5,Cancelled
2023-06-30,West,Technology,Accessories,603.95,7.0,-39.96,Tiffany Peterson,dd603435,36b434b7-9,0.0,East Jordan,16.12,Delivered
2023-08-01,Central,Technology,Phones,852.42,5.0,49.39,Tyler Harris,bb27ecae,e3a5d391-e,0.2,New Ryan,11.67,Delivered
2025-01-21,East,Office Supplies,Paper,842.17,2.0,-16.79,James Chan,0f8555d1,2e346772-f,0.0,New Paula,36.43,In Transit
2024-01-28,Central,Furniture,Tables,161.73,2.0,4.34,Marcus Schultz,793f0275,1fa1c81d-e,0.1,Gonzalezfurt,33.74,In Transit
2023-10-23,South,Technology,Copiers,661.7,3.0,-13.22,Darrell Taylor,02c29494,7283f8c5-1,0.1,East Rebeccaland,15.19,In Transit
2025-01-17,South,Technology,Machines,921.13,10.0,-101.54,Rebecca Carlson,82b02e8a,030c7685-b,0.0,West Roberttown,12.48,Delivered
2024-01-30,West,Office Supplies,Binders,123.88,5.0,-22.89,Grace Davenport,e75dcbf3,e8a172fb-0,0.0,Kelleytown,48.52,Delivered
2025-03-24,West,Technology,Phones,103.8,10.0,17.23,Sharon Baker,37d7113a,2a3a7264-7,0.1,Hardingburgh,11.59,Cancelled
2023-03-20,East,Furniture,Furnishings,,2.0,45.02,Donna Davis,b766e421,8febbffb-2,0.0,North Briannaport,28.52,In Transit
2024-11-07,South,Office Supplies,Paper,,3.0,4.0,Dana Meyer,37d02e74,0530dd60-b,0.1,East Carmenside,20.95,In Transit
2023-06-08,South,Office Supplies,Paper,797.83,6.0,-2.69,Daniel Schroeder,3b80d5ee,d45dd1ec-9,0.1,Mcdanielport,48.54,Cancelled
2023-04-09,West,Furniture,Furnishings,694.08,,,Joshua Harrington,d1991cf8,c767f933-e,0.2,Velazquezland,28.29,Cancelled
2024-02-27,East,Technology,Machines,780.16,7.0,67.35,Christopher Allen,34703690,b4052553-1,,Port Daniellehaven,39.1,In Transit
2025-03-19,Central,Furniture,Furnishings,55.81,9.0,8.17,Jessica Barajas,dfee35ea,9e67ebb2-7,0.0,New Derrick,37.04,Cancelled
2023-09-04,West,Office Supplies,Labels,811.41,4.0,175.97,Sean Smith,40e380cb,0ab394f8-8,0.2,Christopherberg,13.75,Delivered
2023-09-06,South,Furniture,Tables,278.51,9.0,-53.92,Charles Guzman,f28770d8,01a90a06-f,,Lake Davidfort,19.21,Cancelled
2024-07-30,South,Furniture,Chairs,150.39,4.0,-6.27,Joseph Morales,0f9d6129,72d672d2-1,0.2,Mitchellfort,48.37,Delivered
2024-02-18,West,Office Supplies,Paper,750.78,7.0,-117.38,Jasmine Fisher,df152a21,69fc38fe-b,0.0,Karabury,28.8,Delivered
2025-03-30,South,Furniture,Bookcases,64.98,2.0,-2.9,Lisa Patel,d7bf7a23,922dbe57-c,0.0,North Dana,31.36,Delivered
2024-05-02,West,Technology,Machines,232.62,3.0,20.66,Jeffrey Roberts,9db12850,a731e298-5,0.0,Quinntown,32.72,Delivered
2023-12-30,East,Furniture,Tables,62.2,8.0,5.86,Gregory Nguyen,fe0fde22,907a2e41-1,0.1,Sierrachester,29.5,In Transit
2022-11-14,South,Furniture,Furnishings,635.62,7.0,32.23,Ryan Taylor,39060eb1,ecd29451-e,0.3,Lake Stacieburgh,41.2,Delivered
2024-01-26,Central,Office Supplies,Paper,301.76,3.0,-32.16,Francisco Carson,fcb7ed92,a4cce80c-1,0.0,Morrowfort,24.53,In Transit
2025-02-21,Central,Furniture,Bookcases,303.07,10.0,-27.94,Aaron Vargas,90f7d477,06d14933-1,0.1,Lake Kathrynstad,,Delivered
2023-01-26,Central,Furniture,Tables,156.93,1.0,3.08,Dave Morrison,812c91d3,9a06f96a-b,0.1,New Carlosport,32.41,In Transit
2025-02-09,West,Technology,Phones,871.72,9.0,19.07,Sean Hubbard,f3995c77,9f419f27-d,0.1,Latoyafort,34.41,In Transit
2023-02-22,South,Technology,Machines,247.45,5.0,-20.97,John Jackson,65b51234,6df00c47-8,0.1,Pennyton,47.14,In Transit
2023-07-08,South,Furniture,Furnishings,602.17,6.0,-119.09,Zachary Williams MD,4da2e36a,a2f51f4a-2,0.3,Mortonborough,11.76,Returned
2024-09-03,West,Furniture,Tables,327.29,9.0,21.74,Leslie Chavez,392044a8,f4380297-f,0.2,Michaelchester,8.22,Delivered
2025-01-03,Central,Technology,Machines,200.84,2.0,-14.76,Jesse Tucker,fbcd8d13,4b6a7ae5-3,0.2,North Leeshire,35.57,Delivered
2023-07-03,West,Technology,Machines,127.35,5.0,-5.17,Sheila Bartlett,9f0963b5,3ad26026-9,0.3,Cassandrahaven,36.44,Delivered
2022-09-28,West,Furniture,Bookcases,704.46,2.0,146.13,Jorge Rios Jr.,b5560eb5,4d5a79ed-5,0.3,West Sarahside,29.73,Returned
2025-05-23,West,Furniture,Furnishings,568.93,1.0,36.3,Sharon Evans,ae60326e,824e868e-e,0.0,Dorothychester,33.58,Delivered
2023-01-06,West,Furniture,Bookcases,694.87,1.0,54.02,Rebecca Simmons,ef698bd7,f5bcc995-c,0.2,Austinview,,Returned
2025-06-18,West,Furniture,Furnishings,357.69,6.0,-20.78,Andrew Johnson,38abc602,00492236-4,0.3,New Robertville,47.72,Delivered
2025-03-03,West,Office Supplies,Labels,209.94,4.0,8.27,Matthew Woods,49681eef,06d235c8-a,0.0,Port David,22.19,Cancelled
2023-04-08,West,Technology,Copiers,250.12,10.0,53.7,Dawn Scott,d4e85d44,df47bdfa-0,0.1,Brookeside,35.44,Cancelled
2024-09-16,Central,Office Supplies,Binders,923.73,9.0,-90.84,Savannah Bishop,3a035460,d7d12b94-e,0.0,North Scott,16.75,In Transit
2022-09-22,East,Furniture,Chairs,396.61,2.0,67.78,Ronald Spencer,5415ed4e,ed776147-e,0.0,Hughesfurt,26.84,In Transit
2023-09-22,East,Office Supplies,Art,344.99,,-32.4,David Carney,a202fbb0,d827d26a-5,0.0,West Davidberg,31.38,Delivered
2024-06-09,East,Office Supplies,Paper,352.87,9.0,-10.4,Sharon Anderson,2b546122,459136a5-f,0.0,Jonesport,11.3,Delivered
2025-02-25,South,Furniture,Tables,685.74,9.0,62.06,Shane Barber,392d403f,304abd89-a,0.3,Hernandezville,38.71,Cancelled
2025-07-08,East,Technology,Accessories,855.99,10.0,147.38,Parker Wiggins,a1e4dad9,bc867d7e-9,0.1,Jerrychester,36.53,Delivered
2023-09-30,East,Technology,Copiers,418.63,4.0,-50.01,Gabriela Gardner,7d9264a3,4ff0feae-b,0.0,Lake Christopher,38.73,In Transit
2024-09-19,Central,Technology,Copiers,309.69,1.0,50.51,Lisa Barnes,a108e874,d479b9db-4,0.0,East Mark,,Delivered
2024-07-19,South,Technology,Machines,456.46,1.0,21.39,Jason Vaughn,57433b13,2934cc5a-d,0.0,New Donnaview,38.09,In Transit
2024-08-05,East,Office Supplies,Binders,311.58,10.0,-43.41,Angela Reynolds MD,76febcbb,05b6edc6-e,0.2,Stewartstad,26.68,Delivered
2022-10-08,East,Technology,Machines,355.42,7.0,54.17,Thomas Robinson,d7365258,12a3bf9d-0,0.2,East Matthewhaven,28.09,Cancelled
2025-02-25,Central,Technology,Phones,46.43,6.0,3.54,Jeremy Mack,fd277946,cfb7fef7-c,0.0,Lisaberg,30.32,Delivered
2023-11-24,West,Technology,Copiers,448.09,4.0,88.2,Jesse Perry,e15f99d3,522ff6ec-2,0.1,Gilbertbury,17.51,Delivered
2025-06-30,East,Furniture,Furnishings,219.43,,-26.33,Gregory Bradley,9fdfcf41,f511df7c-c,0.0,Port Jennifer,30.98,Delivered
2024-10-24,Central,Office Supplies,Paper,31.57,10.0,1.07,Laura Jimenez,f1f58f48,c36c0691-0,0.0,Charlesmouth,38.51,Delivered
2022-11-08,South,Furniture,Tables,897.25,8.0,,Michael Cox,1ae66cf9,0426b8e5-0,0.1,East Maryside,28.46,In Transit
2024-04-11,South,Furniture,Bookcases,651.41,,-79.94,Jacqueline Sanchez,228934be,07fdc31e-8,0.0,Wilsonport,35.37,Delivered
2024-05-15,East,Technology,Phones,161.45,8.0,-10.46,Brent Cabrera,5b82b126,8923214b-a,0.3,Meganmouth,15.8,Delivered
2022-12-25,East,Furniture,Chairs,801.58,1.0,232.97,Crystal Schmitt,5085adab,92148b8b-4,0.0,East Sean,32.25,Delivered
2024-07-26,South,Technology,Phones,421.36,6.0,-46.87,Timothy Young,93c4716f,6aa95d62-2,0.2,West Alan,45.44,Delivered
2025-03-08,West,Furniture,Furnishings,933.22,10.0,-53.28,Jennifer Ellis,59bb89c4,c89828dc-e,0.0,East John,16.57,Delivered
2022-11-21,Central,Technology,Copiers,285.05,2.0,26.84,Brian Moore,280250b7,6823f227-a,0.0,Lake Robertburgh,5.4,Delivered
2024-01-24,East,Furniture,Bookcases,310.02,2.0,2.52,John Ramos MD,78dd060e,0f83c24f-b,0.3,Johnton,33.23,Delivered
2022-09-24,Central,Furniture,Chairs,804.5,8.0,-68.38,Kristin Harding,2613ea29,35431bd9-e,0.0,Lake Maryton,35.97,Delivered
2024-09-16,South,Technology,Phones,456.39,2.0,79.11,Amy Vazquez,e6538189,cdef80a1-5,0.1,North Molly,25.73,Delivered
2024-08-19,Central,Technology,Copiers,35.35,2.0,2.6,Jorge Blake,79eb8e7b,eac73528-4,0.0,Harperberg,18.18,In Transit
2024-09-23,West,Office Supplies,Labels,678.77,7.0,,Jacob Anderson,944146ea,0e02dec4-0,0.0,Bryanstad,5.47,In Transit
2025-03-20,West,Office Supplies,Binders,846.26,1.0,64.6,John Hunter,262bc62f,584c949a-e,0.0,Michelleland,21.29,In Transit
2022-10-30,West,Furniture,Furnishings,690.79,4.0,-11.94,Raymond Chavez,8ef39acd,04772a1d-2,0.0,Angelastad,48.95,Delivered
2024-02-23,East,Technology,Machines,179.62,2.0,2.85,Erin Vang,0b148c2a,2395c917-7,0.0,New Davidmouth,42.19,Delivered
2023-12-22,East,Technology,Copiers,804.21,5.0,15.67,Dale Vazquez,3850725e,88fb1a8b-1,0.0,Port Alan,17.52,Cancelled
2024-11-15,Central,Technology,Machines,203.89,8.0,-40.62,Claudia Lester,e31d2852,673a719d-8,0.0,,43.53,Cancelled
2024-08-28,East,Furniture,Furnishings,683.91,1.0,-70.56,Candace Farrell,c575f267,0f4c1578-8,0.3,Johnstonview,19.16,Delivered
2023-08-26,East,Technology,Machines,439.11,7.0,59.8,Gregory Gross,242497c2,36acc5b4-0,0.0,Johnsonstad,15.77,Delivered
2025-01-12,East,Technology,Machines,772.14,1.0,218.99,Gloria Brock,d3332ae5,547b1756-d,0.2,North Kellishire,12.14,Delivered
2022-07-26,South,Technology,Machines,180.13,3.0,-19.59,Beth Parks,a154f238,2a84be78-3,0.3,South Danielleberg,6.62,Delivered
2025-05-04,East,Office Supplies,Binders,757.98,5.0,-88.42,Erika Gordon,9364ba7e,2264cea5-f,0.0,Port Katherineland,9.96,Delivered
2023-10-11,Central,Technology,Accessories,489.81,,-50.07,Anthony Martin,d48addfc,4ea65769-9,0.0,Ericton,37.27,In Transit
2024-05-06,Central,Technology,Phones,851.31,,-139.32,William Briggs,b94fc33c,5df5bd25-1,0.1,Lake William,5.9,Delivered
2025-04-17,South,Technology,Phones,94.75,8.0,-7.64,Natalie Bell,50e390c8,2c4eea1f-6,0.0,Rodgersview,34.91,In Transit
2023-10-03,Central,Furniture,Chairs,675.92,5.0,23.66,Christopher Ford,6a865844,f5d9bdf4-f,0.0,West Wendy,31.88,Delivered
